 158310811  745602  9  1  14  18 243.5958333  -81.03438   31.52115 -1.0 nan
 158310811  745602  9  2   2   8 244.0888889  -81.25713   31.26792 -1.0 nan
 158310811  745602  9  2  14   8 244.5888889  -81.21999   31.28576 -1.0 nan
 158310811  745602  9  3   2   8 245.0888889  -81.22407   31.27984 -1.0 nan
 158310811  745602  9  3  14  17 245.5951389    -81.221   31.24248 -1.0 nan
 158310811  745602  9  4   2   9 246.0895833  -81.26267   31.13891 -1.0 nan
 158310811  745602  9  4  14   8 246.5888889  -81.24239   31.10026 -1.0 nan
 158310811  745602  9  5   2   8 247.0888889   -81.2576   31.08895 -1.0 nan
 158310811  745602  9  5  14   8 247.5888889   -81.2543   31.02773 -1.0 nan
 158310811  745602  9  6   2   8 248.0888889  -81.28676   30.94092 -1.0 nan
 158310811  745602  9  6  14   9 248.5895833  -81.32597   30.85277 -1.0 nan
 158310811  745602  9  7   2  17 249.0951389  -81.37923   30.76252 -1.0 nan
 158310811  745602  9  7  14   8 249.5888889  -81.36448   30.71678 -1.0 nan
 158310811  745602  9  8   2   8 250.0888889  -81.35399   30.61778 -1.0 nan
 158310811  745602  9  8  14   8 250.5888889  -81.39116   30.61825 -1.0 nan
 158310811  745602  9  9   2   8 251.0888889  -81.37496   30.68468 -1.0 nan
 158310811  745602  9  9  14   8 251.5888889  -81.38631   30.73134 -1.0 nan
 158310811  745602  9 10   2   8 252.0888889  -81.39088   30.81399 -1.0 nan
 158310811  745602  9 10  14   8 252.5888889  -81.33543   30.88221 -1.0 nan
 158310811  745602  9 11   2   8 253.0888889  -81.25022   30.97155 -1.0 nan
 158310811  745602  9 11  14   8 253.5888889  -81.14212   31.06357 -1.0 nan
 158310811  745602  9 12   2   8 254.0888889  -81.06672   31.13174 -1.0 nan
 158310811  745602  9 12  14   8 254.5888889  -80.97305   31.18378 -1.0 nan
 158310811  745602  9 13   2   8 255.0888889  -80.90675   31.22448 -1.0 nan
 158310811  745602  9 13  14   8 255.5888889  -80.84956   31.25028 -1.0 nan
 158310811  745602  9 14   2   8 256.0888889  -80.83038   31.25993 -1.0 nan
 158310811  745602  9 14  14   8 256.5888889  -80.81854    31.2643 -1.0 nan
 158310811  745602  9 15   2   9 257.0895833  -80.83755   31.21551 -1.0 nan
 158310811  745602  9 15  14   8 257.5888889  -80.87594   31.17196 -1.0 nan
 158310811  745602  9 16   2   8 258.0888889  -80.93853    31.1102 -1.0 nan
 158310811  745602  9 16   2   8 258.0888889  -80.93853    31.1102 -1.0 nan
 158310811  745602  9 16   2   8 258.0888889  -80.93853    31.1102 -1.0 nan
 158310811  745602  9 16  14   8 258.5888889  -80.96177   31.05426 -1.0 nan
 158310811  745602  9 17   2   9 259.0895833  -80.98301    31.0006 -1.0 nan
 158310811  745602  9 17  14   8 259.5888889  -81.02243   30.95666 -1.0 nan
 158310811  745602  9 19  14  17 261.5951389  -81.22265   30.55575 -1.0 nan
 158310811  745602  9 20   2   8 262.0888889  -81.23883   30.47012 -1.0 nan
 158310811  745602  9 20  14   8 262.5888889  -81.23821   30.44073 -1.0 nan
 158310811  745602  9 21   2   8 263.0888889  -81.25835   30.44521 -1.0 nan
 158310811  745602  9 21  14   8 263.5888889  -81.25556   30.49775 -1.0 nan
 158310811  745602  9 22   2   8 264.0888889  -81.25655   30.50696 -1.0 nan
 158310811  745602  9 22  14   8 264.5888889  -81.26758   30.49453 -1.0 nan
 158310811  745602  9 23   2  16 265.0944444  -81.29404   30.40835 -1.0 nan
 158310811  745602  9 23  14  16 265.5944444  -81.29863   30.29168 -1.0 nan
 158310811  745602  9 25  14   8 267.5888889  -81.10613   29.57988 -1.0 nan
 158310811  745602  9 26  14   8 268.5888889  -81.04807   29.57058 -1.0 nan
 158310811  745602  9 27   2   8 269.0888889  -81.07747   29.52409 -1.0 nan
 158310811  745602  9 27  14   8 269.5888889  -81.04455   29.45588 -1.0 nan
 158310811  745602  9 28   2   9 270.0895833  -81.01693   29.33642 -1.0 nan
 158310811  745602  9 28  14   8 270.5888889  -80.96436   29.23095 -1.0 nan
 158310811  745602  9 29   2   8 271.0888889   -80.9172   29.21371 -1.0 nan
 158310811  745602  9 29  14   8 271.5888889  -80.87961     29.193 -1.0 nan
 158310811  745602  9 30   2   8 272.0888889  -80.82871   29.28224 -1.0 nan
 158310811  745602  9 30  14   8 272.5888889  -80.76562   29.22224 -1.0 nan
 158310811  745602 10  1   2   8 273.0888889  -80.74719   29.15971 -1.0 nan
 158310811  745602 10  2   2  24 274.1000000  -80.75822   29.14838 -1.0 nan
 158310811  745602 10  4  14   8 276.5888889  -80.42874   28.68136 -1.0 nan
 158310811  745602 10  5   2   9 277.0895833  -80.37383   28.64206 -1.0 nan
 158310811  745602 10  5  14   8 277.5888889   -80.3198   28.56403 -1.0 nan
 158310811  745602 10  6   2   8 278.0888889  -80.29937   28.41956 -1.0 nan
 158310811  745602 10  6  14   9 278.5895833  -80.26598    28.2817 -1.0 nan
 158310811  745602 10  8  14  17 280.5951389  -80.12022   27.79961 -1.0 nan
 158310811  745602 10  9   2   9 281.0895833  -80.15953   27.70341 -1.0 nan
 158310811  745602 10 11   2  25 283.1006944  -80.18281    27.8204 -1.0 nan
 158310812  751900  9 16  18   0 258.7500000   -81.7793   32.42608 -1.0 nan
 158310812  751900  9 16  20   0 258.8333333  -81.77935   32.42625 -1.0 nan
 158310812  751900  9 16  22   0 258.9166667  -81.77922    32.4261 -1.0 nan
 158310812  751900  9 17   0   0 259.0000000  -81.77928   32.42614 -1.0 nan
 158310812  751900  9 17   2   0 259.0833333  -81.77922    32.4261 -1.0 nan
 158310812  751900  9 17   4   0 259.1666667  -81.77924   32.42619 -1.0 nan
 158310812  751900  9 17   6   0 259.2500000  -81.77922   32.42609 -1.0 nan
 158310812  751900  9 17   8   0 259.3333333  -81.77922   32.42613 -1.0 nan
 158310812  751900  9 17  10   0 259.4166667   -81.7793    32.4261 -1.0 nan
 158310812  751900  9 17  12   0 259.5000000  -81.77922   32.42615 -1.0 nan
 158310812  751900  9 17  14   0 259.5833333  -81.77926   32.42611 -1.0 nan
